University,Advisor ID,Advisor Academic Rank,Advisor Gender,Advisor Home Country,Advisor Standard Field,Advisor Previous Universities,Advisor Citation Count,Advisor h-index,Advisor Publication Count,Advisor First Paper Year,Student ID,Student Degree,Student Start Year,Student Gender,Student Home Country,Student Previous Universities
University of Toronto,advisor631,Assistant Professor,Male,Russia,Computer systems organization/Computing methodologies/Software and its engineering,Moscow State University/University of Toronto/Carnegie Mellon University,3623,28,95,2006,student12132,MS,2017,Male,,
University of Toronto,advisor631,Assistant Professor,Male,Russia,Computer systems organization/Computing methodologies/Software and its engineering,Moscow State University/University of Toronto/Carnegie Mellon University,3623,28,95,2006,student12133,PHD,2019,Male,India,"National Institute of Technology, Calicut/University of British Columbia"
University of Toronto,advisor631,Assistant Professor,Male,Russia,Computer systems organization/Computing methodologies/Software and its engineering,Moscow State University/University of Toronto/Carnegie Mellon University,3623,28,95,2006,student12134,MS,2021,Male,Canada,Ontario Tech University
University of Toronto,advisor631,Assistant Professor,Male,Russia,Computer systems organization/Computing methodologies/Software and its engineering,Moscow State University/University of Toronto/Carnegie Mellon University,3623,28,95,2006,student12135,PHD,,Male,China,Shanghai Jiao Tong University/University of Toronto
University of Toronto,advisor631,Assistant Professor,Male,Russia,Computer systems organization/Computing methodologies/Software and its engineering,Moscow State University/University of Toronto/Carnegie Mellon University,3623,28,95,2006,student12136,MS,,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12137,MS,,Female,Canada,University of Waterloo
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12138,MS,1986,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12139,PHD,,Male,China,Northeastern University (China)/University of Toronto
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12140,MS,2016,Male,Kenya,Jomo Kenyatta University of Agriculture and Technology
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12141,PHD,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12142,PHD,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12143,MS,2002,Female,Canada,Saint Mary's University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12144,PHD,2017,Male,Canada,McMaster University/University of Calgary
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12145,PHD,,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12146,MS,1986,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12147,MS,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12148,MS,2014,Female,Canada,University of British Columbia
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12149,MS,1983,Male,Netherlands,Delft University of Technology
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12150,PHD,2002,Female,Iran,Sharif University of Technology
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12151,PHD,,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12152,MS,,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12153,PHD,1993,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12154,MS,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12155,PHD,1990,Male,Germany,Technical University of Berlin/Purdue University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12156,MS,,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12157,MS,1987,Male,Canada,University of Waterloo
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12158,MS,,Female,Canada,McGill University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12159,PHD,,Male,Canada,York University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12160,MS,2007,Male,Canada,University of Toronto
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12161,MS,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12162,MS,2014,Male,India,"Birla Institute of Technology & Science, Pilani"
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12163,MS,,Male,Canada,University of Toronto
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12164,PHD,2002,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12165,PHD,2016,Female,United States,Johns Hopkins University/Carnegie Mellon University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12166,PHD,2011,Female,Canada,St. Francis Xavier University/Dalhousie University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12167,MS,2011,Male,Canada,University of Toronto
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12168,MS,2017,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12169,PHD,1997,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12170,MS,,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12171,MS,1988,Female,Canada,McGill University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12172,MS,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12173,PHD,1985,Female,United States,University of Michigan-Ann Arbor
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12174,MS,1992,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12175,PHD,2016,Female,Brazil,University of São Paulo/University of São Paulo
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12176,PHD,2003,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12177,MS,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12178,MS,,Female,Canada,Carleton University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12179,PHD,,Male,Romania,Technical University of Cluj-Napoca/University of Toronto
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12180,MS,1998,Male,China,Xi'an Jiaotong University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12181,MS,,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12182,PHD,1999,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12183,PHD,2000,Female,Canada,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12184,MS,1984,Female,Canada,Queen's University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12185,PHD,1998,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12186,MS,1997,Male,Canada,University of Winnipeg
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12187,PHD,2017,Female,India,"National Institute of Technology, Karnataka/University of Toronto"
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12188,MS,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12189,MS,1991,Male,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12190,PHD,2009,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12191,MS,2014,Male,Canada,University of Guelph
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12192,PHD,2014,Male,Brazil,University of São Paulo/University of São Paulo
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12193,PHD,1971,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12194,PHD,2006,Male,,McGill University
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12195,PHD,2009,Female,,University of Toronto
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12196,MS,,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12197,PHD,,Male,Canada,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12198,MS,,Male,Canada,University of Ottawa
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12199,MS,2011,Female,,
University of Toronto,advisor632,Professor,Male,Australia,Computing methodologies/Human-centered computing,Monash University/University of British Columbia/Brown University,16088,56,278,1976,student12200,PHD,2009,Male,United States,Stanford University/Simon Fraser University
University of Toronto,advisor633,Assistant Professor,Male,Canada,Social and professional topics/Computing methodologies,University of British Columbia/University of Cambridge,27717,37,71,2008,student12201,MS,,Male,India,Maulana Azad National Institute of Technology
University of Toronto,advisor633,Assistant Professor,Male,Canada,Social and professional topics/Computing methodologies,University of British Columbia/University of Cambridge,27717,37,71,2008,student12202,PHD,2014,Female,,NOVA University Lisbon
University of Toronto,advisor633,Assistant Professor,Male,Canada,Social and professional topics/Computing methodologies,University of British Columbia/University of Cambridge,27717,37,71,2008,student12203,PHD,2017,Male,Canada,University of Waterloo/University of Toronto
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12204,MS,2020,Male,Canada,University of Windsor
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12205,PHD,2021,Female,Canada,McGill University
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12206,PHD,,Male,Germany,University of Hannover/University of Hannover
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12207,MS,2014,Female,,
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12208,PHD,2019,Female,India,University of Mumbai
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12209,MS,2019,Male,Canada,University of Toronto
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12210,MS,,Female,Canada,University of Toronto
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12211,MS,2013,Male,United States,Rutgers University
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12212,PHD,,Male,Germany,University of Hannover/University of Hannover
University of Toronto,advisor634,Associate Professor,Female,Germany,Computer systems organization/Human-centered computing,Karlsruhe Institute of Technology/Karlsruhe Institute of Technology,2977,26,101,2007,student12213,MS,,Male,,
University of Toronto,advisor635,Assistant Professor,Male,China,Computing methodologies/Theory of computation,University of Toronto/University of Toronto/University of Toronto,123294,38,88,2013,student12214,PHD,,Male,Canada,University of Toronto
University of Toronto,advisor635,Assistant Professor,Male,China,Computing methodologies/Theory of computation,University of Toronto/University of Toronto/University of Toronto,123294,38,88,2013,student12215,PHD,2017,Male,Canada,University of Toronto/University of Toronto
University of Toronto,advisor635,Assistant Professor,Male,China,Computing methodologies/Theory of computation,University of Toronto/University of Toronto/University of Toronto,123294,38,88,2013,student12216,PHD,2022,Male,Germany,Hasso Plattner Institute
University of Toronto,advisor635,Assistant Professor,Male,China,Computing methodologies/Theory of computation,University of Toronto/University of Toronto/University of Toronto,123294,38,88,2013,student12217,PHD,2016,Female,,
University of Toronto,advisor635,Assistant Professor,Male,China,Computing methodologies/Theory of computation,University of Toronto/University of Toronto/University of Toronto,123294,38,88,2013,student12218,PHD,,Male,China,Peking University
University of Toronto,advisor635,Assistant Professor,Male,China,Computing methodologies/Theory of computation,University of Toronto/University of Toronto/University of Toronto,123294,38,88,2013,student12219,PHD,,Female,Canada,University of Toronto
University of Toronto,advisor635,Assistant Professor,Male,China,Computing methodologies/Theory of computation,University of Toronto/University of Toronto/University of Toronto,123294,38,88,2013,student12220,PHD,,Male,Canada,University of Toronto
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12221,PHD,2016,Male,,King Abdullah University of Science and Technology
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12222,PHD,2017,Male,China,Shandong University
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12223,PHD,2002,Male,,
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12224,PHD,,Male,,
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12225,MS,,Female,Canada,University of Waterloo
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12226,MS,2020,Male,Canada,University of Toronto
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12227,MS,2016,Male,Canada,University of Toronto
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12228,MS,2016,Female,Canada,University of Toronto
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12229,PHD,2008,Male,,
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12230,PHD,,Male,Canada,University of Toronto/University of Toronto
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12231,PHD,,Male,,
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12232,MS,,Male,,
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12233,PHD,2004,Male,,
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12234,PHD,2015,Male,Iran,Sharif University of Technology/University of Toronto
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12235,MS,1999,Male,,
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12236,PHD,1995,Male,Brazil,Federal University of Uberlândia/Federal University of Uberlândia
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12237,PHD,,Male,,
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12238,PHD,2010,Female,China,Fudan University
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12239,MS,2007,Female,Greece,National Technical University of Athens
University of Toronto,advisor636,Professor,Male,Greece,Computing methodologies/Applied computing,University of Crete/University of Wisconsin-Madison/University of Wisconsin-Madison,8004,36,105,1990,student12240,PHD,1993,Male,United States,The Cooper Union for the Advancement of Science and Art/University of Rochester
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12241,MS,2019,Female,India,Lalbhai Dalpatbhai College of Engineering
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12242,PHD,,Male,Canada,Queen's University
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12243,PHD,2019,Male,China,Huazhong University of Science and Technology/Tsinghua University
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12244,PHD,2021,Female,Iran,University of Tehran
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12245,PHD,,Male,Iran,Ferdowsi University of Mashhad/University of Tehran
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12246,MS,,Male,United States,University of Southern California
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12247,MS,2021,Male,Canada,Simon Fraser University
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12248,PHD,,Male,Canada,University of Toronto
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12249,MS,2010,Male,Armenia,Yerevan State University
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12250,MS,2019,Male,Canada,McMaster University
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12251,MS,,Male,Canada,University of Waterloo
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12252,PHD,2021,Male,Iran,University of Tehran
University of Toronto,advisor637,Assistant Professor,Female,Iran,Software and its engineering/Computing methodologies/Theory of computation/Computer systems organization,Isfahan University of Technology/University of Calgary/McGill University,571,13,47,2006,student12253,PHD,2016,Male,Iran,University of Tehran/University of Tehran
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12254,MS,,Male,United States,University of Washington
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12255,PHD,2016,Male,,
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12256,MS,,Female,Canada,University of Toronto
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12257,PHD,2013,Male,Iran,Sharif University of Technology/University of Toronto
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12258,PHD,,Female,Brazil,Universidade Federal de Pernambuco/University of Calgary
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12259,PHD,2021,Male,United States,Stanford University/Stanford University
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12260,MS,2007,Male,South Korea,Pohang University of Science and Technology
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12261,PHD,2018,Female,Canada,University of Toronto
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12262,MS,2006,Male,,
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12263,PHD,2006,Male,United States,"University of California, Los Angeles/University of Southern Denmark"
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12264,PHD,,Male,Latvia,Riga Civil Aviation Engineers Institute
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12265,MS,2012,Male,Canada,University of Toronto
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12266,MS,,Female,,
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12267,MS,2017,Female,Canada,University of Toronto
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12268,PHD,2005,Male,,University of Toronto
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12269,PHD,2008,Female,Turkey,Sabancı University
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12270,MS,2017,Male,Iran,Sharif University of Technology
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12271,PHD,2021,Female,,Columbia University
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12272,MS,,Male,Canada,University of Waterloo
University of Toronto,advisor638,Professor,Male,United States,Applied computing/Human-centered computing/Computing methodologies,"University of California, Berkeley/Stanford University/Stanford University",22525,60,190,1999,student12273,PHD,2008,Male,,
